fid,filename,seed,num_nodes,m,num_mobile,num_servers,num_relays,num_jobs,n_instance,runtime,gap_2_bl,gnn_bl_ratio,tau,congest_jobs,method
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,40,0,0.07045149803161621,0.0,1.0,156.39744546777848,5,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,40,0,0.0021131038665771484,-132.83054523979635,2.2349002898651156,23.5669002279821,0,local
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,40,0,0.19311308860778809,-132.83054523979635,2.2349002898651156,23.5669002279821,0,GNN
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,79,1,0.09791207313537598,0.0,1.0,866.5336430938831,32,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,79,1,0.002917766571044922,-845.6199914984543,1.6842329257208852,20.913651595428995,0,local
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,79,1,0.1389451026916504,-845.6199914984543,1.6842329257208852,20.913651595428995,0,GNN
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,57,2,0.07979369163513184,0.0,1.0,513.692282573309,17,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,57,2,0.0023224353790283203,-485.97529100744623,2.2753748047475013,27.716991565862642,0,local
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,57,2,0.13262629508972168,-485.97529100744623,2.2753748047475013,27.716991565862642,0,GNN
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,66,3,0.08556985855102539,0.0,1.0,629.9930684007988,17,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,66,3,0.0024442672729492188,-608.1527204071507,2.0883298031432727,21.840347993648248,0,local
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,66,3,0.1388702392578125,-608.1527204071507,2.0883298031432727,21.840347993648248,0,GNN
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,42,4,0.06885242462158203,0.0,1.0,141.82325561666372,6,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,42,4,0.003098726272583008,-124.7566946408808,2.0460752566704223,17.066560975782945,0,local
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,42,4,0.1336381435394287,-124.7566946408808,2.0460752566704223,17.066560975782945,0,GNN
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,35,5,0.06660079956054688,0.0,1.0,12.042614101641128,0,baseline
0,aco_case_seed284_m2_n110_s23.mat,284,110,2,85,23,2,35,5,0.001909017562866211,6.904706607968906,2.5245537800589797,18.94732070961003,0,local
