fid,filename,seed,num_nodes,m,num_mobile,num_servers,num_relays,num_jobs,n_instance,runtime,gap_2_bl,gnn_bl_ratio,tau,congest_jobs,method
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,51,0,0.05363583564758301,0.0,1.0,12.494736621842188,0,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,51,0,0.0021750926971435547,7.384793029911902,1.8388743334598832,19.87952965175409,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,51,0,0.24174737930297852,7.384793029911902,1.8388743334598832,19.87952965175409,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,50,1,0.05492901802062988,0.0,1.0,321.42789204807667,7,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,50,1,0.002231597900390625,-304.498925197912,1.664613784076167,16.928966850164695,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,50,1,0.10467386245727539,-304.498925197912,1.664613784076167,16.928966850164695,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,61,2,0.06084275245666504,0.0,1.0,1196.218786379391,21,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,61,2,0.002460002899169922,-1173.696270116998,1.1113445470432615,22.522516262393253,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,61,2,0.1038053035736084,-1174.0861145226268,1.0620986443536184,22.132671856764667,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,46,3,0.05328631401062012,0.0,1.0,547.8405354834315,7,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,46,3,0.0019807815551757812,-527.9693563833374,1.4134183209525335,19.871179100093965,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,46,3,0.1004326343536377,-527.9693563833374,1.4134183209525335,19.871179100093965,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,4,0.037049293518066406,0.0,1.0,10.718525267720292,0,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,4,0.0013887882232666016,7.942811621964884,1.9800710906557568,18.661336889685177,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,4,0.10272836685180664,7.942811621964884,1.9800710906557568,18.661336889685177,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,40,5,0.05104660987854004,0.0,1.0,591.2696931476605,18,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,40,5,0.0017626285552978516,-570.0510528484821,1.0419802404138978,21.218640299178414,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,40,5,0.11370182037353516,-569.6200304751512,1.1092749231212007,21.6496626725093,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,6,0.03856253623962402,0.0,1.0,9.510723891603073,0,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,6,0.0015106201171875,8.742946210566801,2.5365788846633643,18.253670102169878,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,6,0.10073733329772949,8.742946210566801,2.5365788846633643,18.253670102169878,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,7,0.04062175750732422,0.0,1.0,10.063676141467779,0,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,7,0.0015413761138916016,8.60117400239986,2.1546285708435633,18.66485014386764,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,26,7,0.10282588005065918,8.907159178373334,2.2279581968413833,18.970835319841115,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,8,0.03435945510864258,0.0,1.0,8.147778274668282,0,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,8,0.0013613700866699219,10.46973772680375,2.5421765860907186,18.61751600147203,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,20,8,0.10034346580505371,10.46973772680375,2.5421765860907186,18.61751600147203,0,GNN
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,58,9,0.056235551834106445,0.0,1.0,943.4917029116298,15,baseline
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,58,9,0.0022454261779785156,-920.0211823821729,1.496805156247447,23.470520529456707,0,local
0,aco_case_seed171_m2_n80_s14.mat,171,80,2,64,14,2,58,9,0.10132598876953125,-920.0211823821729,1.496805156247447,23.470520529456707,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,87,0,0.10953712463378906,0.0,1.0,893.1830037441492,21,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,87,0,0.003155946731567383,-869.6942428831926,1.320925018582843,23.488760860956663,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,87,0,0.14109539985656738,-869.5604063190631,1.3210626094946547,23.622597425086187,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,1,0.07044339179992676,0.0,1.0,144.13202160406226,4,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,1,0.0019156932830810547,-120.43299583798715,3.0376287606954646,23.699025766075117,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,1,0.12842917442321777,-120.43299583798715,3.0376287606954646,23.699025766075117,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,84,2,0.11124992370605469,0.0,1.0,1235.1852783904876,11,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,84,2,0.0033864974975585938,-1215.386748241782,1.48650085398695,19.798530148705648,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,84,2,0.13511896133422852,-1215.402844316994,1.4839035734929222,19.78243407349344,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,57,3,0.08522629737854004,0.0,1.0,351.34981893386913,7,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,57,3,0.0022706985473632812,-330.288052248346,1.8063894938116467,21.061766685523143,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,57,3,0.1333012580871582,-330.661832472788,1.7593639843793163,20.68798646108115,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,55,4,0.07845616340637207,0.0,1.0,375.7281514722155,11,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,55,4,0.0022270679473876953,-356.672912886353,1.6687420463885676,19.055238585862593,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,55,4,0.15041875839233398,-355.9711789938621,1.724135504094612,19.75697247835341,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,90,5,0.10811877250671387,0.0,1.0,1825.1518001167433,16,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,90,5,0.0031175613403320312,-1805.5425412909622,1.2720366538059085,19.60925882578091,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,90,5,0.13961553573608398,-1805.5425412909622,1.2720366538059085,19.60925882578091,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,29,6,0.061281442642211914,0.0,1.0,6.65000683091157,0,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,29,6,0.0017368793487548828,10.28382356514369,3.0734213414409615,16.933830396055264,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,29,6,0.13206243515014648,10.28382356514369,3.0734213414409615,16.933830396055264,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,74,7,0.099639892578125,0.0,1.0,1333.76996790352,10,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,74,7,0.0027170181274414062,-1314.3409751797215,2.1727385787762605,19.42899272379848,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,74,7,0.13396883010864258,-1314.3409751797215,2.1727385787762605,19.42899272379848,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,65,8,0.0912778377532959,0.0,1.0,535.6781255148801,8,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,65,8,0.0025641918182373047,-517.5448186141759,1.8333363575787447,18.133306900704206,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,65,8,0.13666796684265137,-517.5448186141759,1.8333363575787447,18.133306900704206,0,GNN
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,9,0.07228660583496094,0.0,1.0,396.54402371084495,7,baseline
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,9,0.0018978118896484375,-377.1164561529925,2.5471378027224714,19.427567557852438,0,local
1,aco_case_seed164_m2_n110_s16.mat,164,110,2,92,16,2,39,9,0.12982988357543945,-377.1164561529925,2.5471378027224714,19.427567557852438,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,41,0,0.05258584022521973,0.0,1.0,267.26139013879754,8,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,41,0,0.0019485950469970703,-245.45632998154716,2.3723040986994124,21.805060157250374,0,local
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,41,0,0.10735607147216797,-245.45632998154716,2.3723040986994124,21.805060157250374,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,62,1,0.05941605567932129,0.0,1.0,838.5341385577893,19,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,62,1,0.0025238990783691406,-820.3457339786006,1.6343319166275552,18.188404579188806,0,local
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,62,1,0.11394429206848145,-819.8946457707063,1.8227831238442322,18.63949278708318,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,39,2,0.045126914978027344,0.0,1.0,8.437225437456632,0,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,39,2,0.001851797103881836,7.521604346235461,2.397544926197986,15.958829783692087,0,local
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,39,2,0.10288381576538086,7.521604346235461,2.397544926197986,15.958829783692087,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,26,3,0.036974430084228516,0.0,1.0,9.96562983803907,0,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,26,3,0.0014691352844238281,8.779728201878864,1.8156798425835297,18.74535803991793,0,local
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,26,3,0.10621142387390137,8.779728201878864,1.8156798425835297,18.74535803991793,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,43,4,0.050406694412231445,0.0,1.0,194.3675737719816,5,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,43,4,0.0019621849060058594,-176.56862740486991,1.6101617190202504,17.79894636711171,0,local
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,43,4,0.10742020606994629,-176.56862740486991,1.6101617190202504,17.79894636711171,0,GNN
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,62,5,0.05862307548522949,0.0,1.0,826.5572080418344,17,baseline
2,aco_case_seed120_m2_n80_s14.mat,120,80,2,65,14,1,62,5,0.002580881118774414,-807.0873582974704,1.3427919309375504,19.469849744364033,0,local
